Date,Open,High,Low,Close,Volume
2023-06-08 00:00:00,123.01,125.625,122.2579,124.25,62159270.0
2023-06-09 00:00:00,124.08,125.8,123.19,123.43,51396018.0
2023-06-12 00:00:00,124.02,126.78,123.53,126.57,51473376.0
2023-06-13 00:00:00,128.12,128.41,125.18,126.66,50564785.0
2023-06-14 00:00:00,126.7,126.95,124.12,126.42,52422463.0
2023-06-15 00:00:00,125.21,127.69,124.32,127.11,60458471.0
2023-06-16 00:00:00,127.71,127.9,125.3,125.49,84247104.0
2023-06-20 00:00:00,124.97,127.25,124.5,125.78,56930122.0
2023-06-21 00:00:00,125.64,126.73,123.85,124.83,52137670.0
2023-06-22 00:00:00,125.31,130.33,125.14,130.15,90354572.0
2023-06-23 00:00:00,129.11,130.84,128.28,129.33,71927776.0
2023-06-26 00:00:00,129.33,131.49,127.1,127.33,59989317.0
2023-06-27 00:00:00,128.63,130.085,127.55,129.18,46801008.0
2023-06-28 00:00:00,128.94,131.48,128.44,129.04,52149512.0
2023-06-29 00:00:00,128.77,129.26,127.255,127.9,40760959.0
2023-06-30 00:00:00,129.47,131.245,128.95,130.36,54350684.0
2023-07-03 00:00:00,130.82,131.85,130.065,130.22,28264785.0
2023-07-05 00:00:00,130.24,131.4,129.64,130.38,35895409.0
2023-07-06 00:00:00,128.25,128.73,127.37,128.36,40697848.0
2023-07-07 00:00:00,128.59,130.97,128.1294,129.78,41992251.0
2023-07-10 00:00:00,129.07,129.28,125.915,127.13,61889289.0
2023-07-11 00:00:00,127.75,129.77,127.35,128.78,49951460.0
2023-07-12 00:00:00,130.31,131.26,128.83,130.8,54022847.0
2023-07-13 00:00:00,134.04,134.67,132.71,134.3,61170883.0
2023-07-14 00:00:00,134.06,136.65,134.06,134.68,54487090.0
2023-07-17 00:00:00,134.56,135.62,133.21,133.56,48450198.0
2023-07-18 00:00:00,132.71,133.86,131.355,132.83,54969133.0
2023-07-19 00:00:00,133.39,135.99,132.53,135.36,54531037.0
2023-07-20 00:00:00,134.07,134.7915,129.33,129.96,59820579.0
2023-07-21 00:00:00,131.34,131.37,128.415,130.0,133307294.0
2023-07-24 00:00:00,130.305,131.66,128.35,128.8,45671535.0
2023-07-25 00:00:00,129.31,129.58,128.53,129.13,39236663.0
2023-07-26 00:00:00,126.51,129.08,126.11,128.15,53910087.0
2023-07-27 00:00:00,131.0,132.63,127.79,128.25,52610661.0
2023-07-28 00:00:00,129.69,133.01,129.33,132.21,46317381.0
2023-07-31 00:00:00,133.2,133.87,132.38,133.68,41901516.0
2023-08-01 00:00:00,133.55,133.69,131.6199,131.69,42298925.0
2023-08-02 00:00:00,130.154,130.23,126.82,128.21,51027614.0
2023-08-03 00:00:00,127.48,129.84,126.41,128.91,91163736.0
2023-08-04 00:00:00,141.06,143.63,139.32,139.57,153128470.0
2023-08-07 00:00:00,140.99,142.54,138.95,142.22,71213112.0
2023-08-08 00:00:00,140.62,140.84,138.42,139.94,51710497.0
2023-08-09 00:00:00,139.97,140.32,137.1,137.85,50017349.0
2023-08-10 00:00:00,139.075,140.41,137.49,138.56,58928402.0
2023-08-11 00:00:00,137.4,139.33,137.0,138.41,42905833.0
2023-08-14 00:00:00,138.3,140.59,137.75,140.57,47148699.0
2023-08-15 00:00:00,140.05,141.2778,137.23,137.67,42781521.0
2023-08-16 00:00:00,137.19,137.27,135.01,135.07,41675903.0
2023-08-17 00:00:00,135.46,136.085,133.53,133.98,48354085.0
2023-08-18 00:00:00,131.62,134.065,131.15,133.22,48497698.0
2023-08-21 00:00:00,133.74,135.185,132.71,134.68,41442483.0
2023-08-22 00:00:00,135.08,135.65,133.73,134.25,32935104.0
2023-08-23 00:00:00,134.5,135.95,133.22,135.52,42801043.0
2023-08-24 00:00:00,136.4,136.775,131.83,131.84,43646250.0
2023-08-25 00:00:00,132.47,133.87,130.58,133.26,44147451.0
2023-08-28 00:00:00,133.78,133.95,131.85,133.14,34108410.0
2023-08-29 00:00:00,133.38,135.14,133.25,134.91,38646093.0
2023-08-30 00:00:00,134.93,135.68,133.92,135.07,36137015.0
2023-08-31 00:00:00,135.06,138.7885,135.0,138.01,58781314.0
2023-09-01 00:00:00,139.455,139.96,136.875,138.12,40991536.0
2023-09-05 00:00:00,137.73,137.8,135.82,137.27,40636738.0
2023-09-06 00:00:00,136.32,137.45,134.61,135.36,41785507.0
2023-09-07 00:00:00,133.9,138.03,133.16,137.85,48498912.0
2023-09-08 00:00:00,136.86,138.8519,136.75,138.23,38365929.0
2023-09-11 00:00:00,138.75,143.62,138.64,143.1,56764525.0
2023-09-12 00:00:00,142.32,143.0,140.61,141.23,42668452.0
2023-09-13 00:00:00,140.95,144.98,140.865,144.85,60465175.0
2023-09-14 00:00:00,145.08,145.86,142.95,144.72,64033607.0
2023-09-15 00:00:00,142.69,143.57,140.09,140.39,102909327.0
2023-09-18 00:00:00,140.48,141.75,139.22,139.98,42823480.0
2023-09-19 00:00:00,138.7,138.84,135.56,137.63,61482470.0
2023-09-20 00:00:00,138.55,139.37,135.2,135.29,46263716.0
2023-09-21 00:00:00,131.94,132.24,129.31,129.33,70343342.0
